"","week_nr","cust","brand","format","category","regprice","discount","quantity","holiday"
"1",1,11,"E","hypermarket","z",39.541055217851,32.2288930241344,2,0
"2",1,95,"E","supermarket","z",55.3904916986357,21.5216288511577,1,0
"3",1,41,"C","supermarket","z",44.1697409574408,5.78491992719921,1,0
"4",1,69,"D","hypermarket","z",29.8468938900623,22.7968191008961,2,0
"5",1,61,"A","convenience","z",39.3969246209599,10.7751497962933,2,0
"6",1,32,"E","hypermarket","z",39.4985663134139,23.7219892060309,2,0
"7",1,3,"A","hypermarket","z",53.4066569362767,37.0613844844603,1,0
"8",1,93,"D","supermarket","z",35.6876926822588,28.1138241698607,2,0
"9",1,90,"E","supermarket","z",44.7917543223593,9.42883778681883,1,0
"10",1,96,"C","convenience","z",18.396383280633,10.2387442984353,2,0
"11",1,68,"B","hypermarket","z",49.1553484916221,40.5454883161494,1,0
"12",1,114,"B","hypermarket","z",49.9662663275376,39.3750119437289,1,0
"13",1,117,"D","hypermarket","z",43.9561702532228,8.58433873557643,1,0
"14",1,25,"A","supermarket","z",54.2331384785939,28.2433149523128,1,0
"15",1,57,"C","convenience","z",37.0179316657595,2.29063937414663,2,0
"16",1,104,"A","hypermarket","z",15.1813755312469,7.48052620775231,2,0
"17",1,76,"A","hypermarket","z",18.6016682011541,0.102784177802163,2,0
"18",1,146,"C","supermarket","z",51.3954378361814,29.1232074271686,1,0
"19",1,5,"D","hypermarket","z",28.7848858349025,17.0448631080985,2,0
"20",1,22,"B","hypermarket","z",31.1756070738193,13.6597709421165,2,0
"21",1,116,"A","supermarket","z",16.4167452219408,7.63423302701354,2,0
"22",1,135,"A","hypermarket","z",42.3641068709549,23.1306051541195,1,0
"23",1,140,"B","convenience","z",25.0395381823182,18.0737566370828,2,0
"24",1,23,"E","convenience","z",42.7292653836776,0.224421256148518,1,0
"25",1,81,"A","convenience","z",20.7874584244564,2.37926173077172,2,0
"26",1,38,"A","supermarket","z",30.3227314841934,9.79641776439209,2,0
"27",1,43,"A","convenience","z",57.6949059893377,15.1980688188688,1,0
"28",1,129,"B","supermarket","z",30.1382486871444,16.9972632013994,2,0
"29",1,143,"E","convenience","z",52.9665686935186,7.57434764968223,1,0
"30",1,20,"D","convenience","z",44.9921390146483,16.6439222952084,1,0
"31",1,146,"D","convenience","z",32.5949245656375,20.2146813702141,2,0
"32",1,95,"C","supermarket","z",22.677503147861,8.00395243156955,2,0
"33",1,52,"E","supermarket","z",41.9475902267732,22.6544454130455,1,0
"34",1,64,"A","supermarket","z",49.325922515709,8.62772740505396,1,0
"35",1,80,"E","convenience","z",34.7458165045828,1.69177699693738,2,0
"36",1,66,"B","supermarket","z",29.611838995479,6.52663321787949,2,0
